게시판,dataid,제목,작성일,조회수,본문,URL,신규,수집일
전국대회,5423,2026 하늘내린인제배 전국 대학생 9인제 배구대회 안내,25.11.17,1041,2026년 하늘내린인제배 전국대학생 9인제 배구대회 참가신청기간이 이틀 남았습니다. 현재 남자 대학부 20개팀 - 4팀 여유여자 대학부 20개팀 - 4팀 여유남자 대학 OB 팀 6개팀 -3팀 여유여자 대학 OB 팀 6개팀 - 3팀 여유접수신청하신 팀은 지정된 계좌로 팀명으로 입급 부탁드립니다.추운 날씨에 건강유의하시길 바랍니다.,https://cafe.daum.net/volleyballsok/Ifrx/5423,,2026-03-16 08:03
전국대회,5419,2025 서울시민리그 결선대회 대진안내(클럽부),25.11.14,834,,https://cafe.daum.net/volleyballsok/Ifrx/5419,,2026-03-16 08:04
전국대회,5418,2025 전주한옥마을배 전국 남여 동호인 배구대회 알림,25.11.14,1379,전주시배구협회 총무이사 노상일입니다 한옥마을배 관련하여 알려드릴 사항이 있어 글을 올립니다. 1. 화산체육관 주차비 관련 15일 16일 화산체육관 사용시 주차비를 내야합니다. 화산체육관에 배정되신 팀들은 협회 본부로 오셔서 팀 당 지급되는 주차증을 받아가시면 됩니다. 주차증이 남으시면 협회에 반납하시면 됩니다. 주차증은 한번 나갔다가 다시 들어왔을 경우에는 다시 사용할 수가 없으니 이점 참조하시기 바랍니다. 2. 16일(일) 월드컵경기장 주변 도로 통제 관련 올림픽 데이런 행사로 인하여 월드컵경기장 주변 도로가 아침 07시부터 통제가 됩니다. 16일 본선에 진출하신 팀들 중 군산 익산쪽에서 오시는 팀들과 전주IC를 통하여 월드컵경기장쪽으로 오시는 팀들 교통통제로 인하여 각 코트에 늦지 않으시길 바랍니다. 특히 여자3부 마을리그 온빛중과 만성중에 16일 본선에 올라가시는 팀들은 첨부하는 파일 참조하시어 늦으시는 일이 없으시길 바라겠습니다 본선진출 팀들중 교통통제 관련해서 길 안내가 필요하시면 총무이사 노상일 010-9009-1987로 연락주세요『올림픽 데이런 2025』 개요.hwp2.02MB,https://cafe.daum.net/volleyballsok/Ifrx/5418,,2026-03-16 08:04
전국대회,5417,스크랩 2025 화순군체육회장배 생활체육 배구대회 개최(대회 요강 첨부),25.11.13,749,"2025년도 화순군체육회장배 생활체육 배구대회를 아래와 같이 개최하오니 많은 참여를 부탁드립니다. 1. 대회개요가. 대 회 명 : 2025화순군 체육회장배 생활체육 배구대회나. 기 간 : 2025년 12월 13일(토요일) 1일※ 개회식 : 하니움체육관 오전 11시2025 화순군체육회장배 배구 참가요강..hwp180.50KB다. 장 소 : 하니움체육관,이용대체육관라. 주 최 : 화순군체육회마. 주 관 : 화순군배구협회바. 후 원 : 화순군, 화순군의회,화순군체육회 2. 경기방법가. 경기는 생활체육 9인제 경기 방식으로 한다.나. 조편성 - 5팀 이하 풀 리그전 - 6팀 이상 2개조 (각 조 1, 2위 팀 준결승 토너먼트) - 9팀 이상 3개조 (각 조 1, 2위 팀 준준결승 토너먼트)- 12팀 이상 4개조 (각 조 1, 2위 팀 준준결승 토너먼트) (조별,토너먼트:21점 3세트(15점),예선 승패가 같을 경우:득실율(총득점÷총실점))높은팀승리다. 참가팀에 따라 각 부별 및 조별 팀 수 조정 등을 재조정 할수 있으며 대진운영은 본 협회에서 행함.등 위시 상 품상 금비 고 우 승(각부 1팀)우 승 컵50만원준우승(각부 1팀)준우승컵30만원3 위(각부 2팀)3 위 컵20만원3. 시 상※ 시상금 은 현금 50%, 지역상품권 50%로 지급한다. 4. 참가구분 : 운주사부(남자), 만연산부(여자), 고인돌부(남자)※참가팀제한 : 운주사부(남자)9팀, 만연산부 9팀, 고인돌부(남자)9팀 선착순 접수.5. 참가요강가. 운주사부(남자)- 동호인들로 구성된 팀으로 연 나이,40세(1986년생 포함)이상으로 구성된 팀이며, 여자가 경기에 출전 시 36세(1990년생 포함)이상 2명까지 경기에 출전할 수 있다.- 대한배구협회 선수 등록된 자(여자는 미포함)는 출전 할 수 없음. 나. 만연산부(여자) - 동호인들로 구성된 팀으로 연 나이 20세(2006년생 포함) 이상으로 구성된 팀이며,- 대한배구협회 선수 등록된 자는 출전할 수 없음. 다. 고인돌부(남자)- 동호인들로 구성된 팀으로 연 나이 50세(1976년생 포함)이상으로 구성된 팀이며, 여자가 경기에 출전 시 46세(1980년생 포함)이상 2명까지 경기에 출전할 수 있다.- 대한배구협회 선수 등록된 자는 연 나이 55세 이상 (1971년생 포함) 2명까지 경기에 출전할 수 있음. 5. 참가자격- 각부별 참가 요강에 준한 선수로서 - 등록된 선수 및 대회 당일 신분증이 없는 선수는 경기에 출전할 수 없음. - 국내 거주 외국인은 국적 여부에 관계없이 출전이 가능함. ★ 신분증 범위 : 주민등록증, 운전면허증, 여권, 모바일신분증스마트폰에 저장된 신분증은 인정하지 않습니다. 6. 참가신청가. 접수기간 : 2024년 11월 29일(토). 오후 6시까지 나. 신청서 배부 및 접수처 (화순군체육회, 화순군 배구협회 사무처)- 접수문의 -▪ 경기운영위원장 이근호 010-3607-6088▪ 배구협회 전무이사 안기청 010-9882-8879▪ 배구협회 경기이사 이영환 010-6616-8251▪ 화순군 체육회 061-371-7330 다. 참가 신청 요령 및 등록 서류1) 참가신청방법: 이메일 접수만 받음★이메일 : qkddnfaos @ naver.com 2) 등 록 서 류 : 참가신청서(본 협회 소정양식) 라. 참가비 5만원(참가팀명 으로 입금요망)농협 352-2266-6319-93 김점임 (화순군배구협회)",https://cafe.daum.net/volleyballsok/Ifrx/5417,,2026-03-16 08:04
전국대회,5415,제46회 국무총리배 전국 9인제 배구대회 및 하늘내린 인제배 대회 관련 안내,25.11.13,1430,제46회 국무총리배 전국남여 9인제 배구대회와 관련하여 단양 소노문 리조트는 현재 건축물 검사와 관련하여 전 객실의 예약을 받지 않고 있습니다. 이점 확인하시고 소노문 예약문의는 자제 부탁드립니다. 아울러 2026년 1월 16일~ 18일 개최되는 하늘내린인제배 전국 대학생 9인제 배구대회는 아래와 같이 접수진행중입니다. 11월 13일 현재 여자 대학OB 6개팀 접수 3팀 여유 여자 대학부 20개 팀 접수 4팀 남자 대학OB 5개팀 접수 4팀 여유남자 대학부 19 개팀 접수 5개팀 여유 대학생 및 졸업생 여러분의 많은 관심 부탁드립니다.,https://cafe.daum.net/volleyballsok/Ifrx/5415,,2026-03-16 08:04
전국대회,5412,제9회 거제시장배 거제로~바다로~ 전국 남녀 배구대회 경기장 변경 안내,25.11.11,822,제9회 거제시장배 거제로~바다로~ 전국 남녀 배구대회 경기장 변경이 변경되어 안내드립니다.조편성 및 대진표_수정.pdf81.11KB,https://cafe.daum.net/volleyballsok/Ifrx/5412,,2026-03-16 08:04
전국대회,5410,스크랩 2025 화순군체육회장배 생활체육 배구대회 개최(대회 요강 첨부),25.11.10,898,"2025년도 화순군체육회장배 생활체육 배구대회를 아래와 같이 개최하오니 많은 참여를 부탁드립니다. 1. 대회개요가. 대 회 명 : 2025화순군 체육회장배 생활체육 배구대회나. 기 간 : 2025년 12월 13일(토요일) 1일※ 개회식 : 하니움체육관 오전 11시2025 화순군체육회장배 배구 참가요강..hwp180.50KB다. 장 소 : 하니움체육관,이용대체육관라. 주 최 : 화순군체육회마. 주 관 : 화순군배구협회바. 후 원 : 화순군, 화순군의회,화순군체육회 2. 경기방법가. 경기는 생활체육 9인제 경기 방식으로 한다.나. 조편성 - 5팀 이하 풀 리그전 - 6팀 이상 2개조 (각 조 1, 2위 팀 준결승 토너먼트) - 9팀 이상 3개조 (각 조 1, 2위 팀 준준결승 토너먼트)- 12팀 이상 4개조 (각 조 1, 2위 팀 준준결승 토너먼트) (조별,토너먼트:21점 3세트(15점),예선 승패가 같을 경우:득실율(총득점÷총실점))높은팀승리다. 참가팀에 따라 각 부별 및 조별 팀 수 조정 등을 재조정 할수 있으며 대진운영은 본 협회에서 행함.등 위시 상 품상 금비 고 우 승(각부 1팀)우 승 컵50만원준우승(각부 1팀)준우승컵30만원3 위(각부 2팀)3 위 컵20만원3. 시 상※ 시상금 은 현금 50%, 지역상품권 50%로 지급한다. 4. 참가구분 : 운주사부(남자), 만연산부(여자), 고인돌부(남자)※참가팀제한 : 운주사부(남자)9팀, 만연산부 9팀, 고인돌부(남자)9팀 선착순 접수.5. 참가요강가. 운주사부(남자)- 동호인들로 구성된 팀으로 연 나이,40세(1986년생 포함)이상으로 구성된 팀이며, 여자가 경기에 출전 시 36세(1990년생 포함)이상 2명까지 경기에 출전할 수 있다.- 대한배구협회 선수 등록된 자(여자는 미포함)는 출전 할 수 없음. 나. 만연산부(여자) - 동호인들로 구성된 팀으로 연 나이 20세(2006년생 포함) 이상으로 구성된 팀이며,- 대한배구협회 선수 등록된 자는 출전할 수 없음. 다. 고인돌부(남자)- 동호인들로 구성된 팀으로 연 나이 50세(1976년생 포함)이상으로 구성된 팀이며, 여자가 경기에 출전 시 46세(1980년생 포함)이상 2명까지 경기에 출전할 수 있다.- 대한배구협회 선수 등록된 자는 연 나이 55세 이상 (1971년생 포함) 2명까지 경기에 출전할 수 있음. 5. 참가자격- 각부별 참가 요강에 준한 선수로서 - 등록된 선수 및 대회 당일 신분증이 없는 선수는 경기에 출전할 수 없음. - 국내 거주 외국인은 국적 여부에 관계없이 출전이 가능함. ★ 신분증 범위 : 주민등록증, 운전면허증, 여권, 모바일신분증스마트폰에 저장된 신분증은 인정하지 않습니다. 6. 참가신청가. 접수기간 : 2024년 11월 29일(토). 오후 6시까지 나. 신청서 배부 및 접수처 (화순군체육회, 화순군 배구협회 사무처)- 접수문의 -▪ 경기운영위원장 이근호 010-3607-6088▪ 배구협회 전무이사 안기청 010-9882-8879▪ 배구협회 경기이사 이영환 010-6616-8251▪ 화순군 체육회 061-371-7330 다. 참가 신청 요령 및 등록 서류1) 참가신청방법: 이메일 접수만 받음★이메일 : qkddnfaos @ naver.com 2) 등 록 서 류 : 참가신청서(본 협회 소정양식) 라. 참가비 5만원(참가팀명 으로 입금요망)농협 352-2266-6319-93 김점임 (화순군배구협회)",https://cafe.daum.net/volleyballsok/Ifrx/5410,,2026-03-16 08:04
전국대회,5404,제1회 남원춘향 장윤희배 전국 초등부 배구대회 요강,25.11.05,758,초등학교 배구팀 공문.hwp386.50KB,https://cafe.daum.net/volleyballsok/Ifrx/5404,,2026-03-16 08:04
전국대회,5402,<대회요강> 2026 하늘내린인제배 전국대학 9인제 배구대회 (수정) 공지,25.11.04,2112,2026 하늘내린인제배 전국대학 9인제 배구대회 대회요강을 안내드립니다. 대학생 및 대학 동문팀들의 많은 관심 부탁드립니다.참가 접수시간은 11월 10일 09시 부터입니다. 2026 하늘내린인제배 전국대학9인제 배구대회 요강 (최종).hwp112.00KB,https://cafe.daum.net/volleyballsok/Ifrx/5402,,2026-03-16 08:05
전국대회,5400,제12회 진도아리랑배 전국남여배구대회 참가 현황 및 신청 기간 연장 안내,25.11.04,1554,안녕하십니까. 현재 제12회 진도아리랑배 전국남여배구대회 참가신청 현황을 알려드리며 11월 10일까지 참가신청기간을 연장하고자 글 올립니다. 많은 관심 부탁드립니다.,https://cafe.daum.net/volleyballsok/Ifrx/5400,,2026-03-16 08:05
전국대회,5399,제56회 여수거북선기 전국 남.여 배구대회 공지사항 및 식전 경기 안내,25.11.04,1956,"제56회 여수거북선기 전국 남.여 배구대회 공지사항 및 식전 경기 안내 * 공지사항 *1) 2025년 11월08일(토) 11시30분에 진남체육관에서 진행되는 개회식에 모두 참석하여 주시기를 바랍니다. 2) 식전 경기는 진남체육관을 포함하여 보조경기장에서 08일(토) 09시에서 부터 진행될 예정이므로 아래 각 체육관별 식전경기를 참고 하여 경기 진행에 착오 없으시기 바랍니다. 식전 경기는 인근 지역팀들로 우선 배정하였으니 양해해 주시면 고맙겠습니다. 3) 각팀 예선 종료 후 각조1위,2위는 다음날 대진표를 확인하시기 바람니다. 4) 예선 조별리그 순위 결정 방법은 아래와 같다. 가. 다승을 적용한다.  3개 팀일 경우 : 2승 - 1위 / 1승 1패 - 2위 / 2패 - 3위 나. 3팀 모두 1승1패일 경우 점수 득실율을 적용한다.(세트 득실 우선 아님)  총 득점 ÷ 총 실점을 계산하여 높은 점수가 선순위이다.5) 정당한 사유없이 팀이 경기시간 보다 15분을 초과하여 경기장에 나타나지 않으면 부전패 처리 됩니다. 6) 제56회 여수거북선기 전국 남·여 배구대회 현장 부정 선수 기준 공지 1. 참가신청서에 등록되지 않은 선수가 출전하는 경우 2. 참가 등록 선수와 출전 선수가 다를 경우(신분증 대조) 3. 참가신청서에 이중 등록된 선수는 양 팀 모두 출전할 수 없다. 4. 과거 선수로 활동했던 자가 등록 사실 ‘무’로 나왔더라도 같이 선수로 활동했던 지인, 동문의 증언이 있으면 이를 등록 선수로 인정하며, 해당팀의 전체 경기는 몰수패로 처리한다. 5. 참가 신청 접수 마감일(2025년 10월 22일) 기준으로 타지역 협회의 징계 중인 팀 및 선수가 출전 하는 경우, 주변 지인의 증언이 있을 때 6. 2025년에 대한배구협회, 한국배구연맹에 등록된 선수임을 주변 지인이 등록 선수임을 증언하는 경우 7. 과거 고등부 이상 등록 선수임을 표기하지 않고 출전하였으나, 주변 지인이 과거 등록 사실을 증언하는 경우 8. 실제로 활동하지 않는 동호회 소속으로 등록하여 출전하는 경우, 주변 지인 이 명확한 증언과 증거 자료를 제시하는 경우 9. 무자격 선수가 경기에 출전하였을 경우 10. 현장 부정으로 적발된 경우 대회에 출전한 모든 경기는 몰수패 처리한다. 11. 이 외의 경우 본 협회 소청심사위원회 결정에 따른다. 7) 모든 시상은 진남체육관에서 진행할 예정이므로 수상팀들은 경기 종료 후 진남체육관으로 오셔서 수상해 주시기 바랍니다. 8) 조편성 및 식전게임은 아래와 같습니다. 9) 식전게임은 아래와 같습니다.",https://cafe.daum.net/volleyballsok/Ifrx/5399,,2026-03-16 08:05
전국대회,5397,<대회요강> 제5회 충주 수안보 온천배 전국남녀배구대회 요강 변경(11/13) 12시 40분 업데이트),25.10.31,2561,"안녕하세요! 충주시 배구협회입니다. ^^~ 제5회 충주 수안보 온천배 전국 남녀배구대회를 개최 하게 되었습니다. 전국에 배구를 사랑하는 동호인 여러분들의 많은 참여 부탁드립니다. 1. 일시 : 12월 13일 ~ 14일 2. 장소 : 충주 호암체육관 및 보조경기장3. 참가부 : 클럽 2부(9팀), 남 중년부(9팀), 남 클럽 3부 온천리그(18팀), 남 클럽 3부 사과리그(9팀),여 클럽 3부(18팀) 총 63팀4. 접수방법: ㄱ) 접수는 요강이 카페에 등록 되는 시점부터 선착순 마감입니다. ㄴ) 참가 신청서는 한글파일로 부탁드리며, 접수순서는 참가신청서 이메일 접수순입니다. ㄷ) 참가신청서 다음 페이지에 있는 시상금 동의서는 시상금을 받을 시 필요한 서류 이오니 작성 후 시상할 때 제출 부탁 드립니다. 5. 참가비 입금시 꼭! 팀명으로 입금 부탁드립니다. 6. 이번 대회 경기 시작 시간은 09:30분에 시작합니다. ※ 접수 현황- 남 클럽 2부(9팀) 마감!- 남 중년부(9팀) 마감!- 남 클럽 3부(온천리그) (18팀) 1팀 참가 가능. - 남 클럽 3부(사과리그) (9팀) 1팀 참가 가능.- 여 클럽 3부(18팀) 마감!※ 여 중년부는 참가팀 부족으로 운영되지 않으며, 남 클럽 3부(사과리그)로 운영됩니다.※ 남 클럽 3부 추가 접수 받고 있습니다.※ 참가요강이 수정되었습니다. ⊙ 참가요강2025. 제5회 충주 수안보 온천배 전국남 녀배구대회 요강(최종).hwp200.00KB⊙ 참가팀 현황제5회 수안보 온천배 배구대회 참가팀 현황(카페등록).hwp59.50KB",https://cafe.daum.net/volleyballsok/Ifrx/5397,,2026-03-16 08:05
전국대회,5394,스크랩 광주무등산 배구클럽 창단12주년밎제18회 완도금일 다시마사랑 시니어 친선배구대회,25.10.29,557,초대팀으로 경기합니다. 10월30일 오후7시 염주체육관 시구자 무등산회원 기옥서고문.정순애이사,https://cafe.daum.net/volleyballsok/Ifrx/5394,,2026-03-16 08:05
전국대회,5392,2026 하늘내린인제배 전국대학9인제 배구대회 사전공지 안내,25.10.28,1404,"2026 하늘내린인제배 전국대학9인제 배구대회 사전공지 안내 - 대회일시 : 2026년 1월 16일(금)~ 18(일) 3일간- 대회장소 : 인제다목적실내체육관 외 보조경기장- 참가규모 : 전국 대학생동호인 클럽팀 및 대학OB 동문팀- 참가구분 : 총 4개부 66팀 - 대학재학생부 - 남자부 24팀 , 여자부 24팀 - 대학 OB부 - 남자부 9팀, 여자부 9팀* 참가팀 전체 30만원씩 지원함 (자세한 내용은 추후 대회요강 참고) 대회 요강은 빠른 시일내에 공지 할 예정이오니 많은 관심부탁드립니다.",https://cafe.daum.net/volleyballsok/Ifrx/5392,,2026-03-16 08:05
전국대회,5390,제9회 거제로 바다로 전국남녀배구대회 참가팀 확정,25.10.28,1138,,https://cafe.daum.net/volleyballsok/Ifrx/5390,,2026-03-16 08:05
전국대회,5389,제 6 회 목포유달산배 전국 남녀 배구대회 개최!!,25.10.28,1465,"안녕하세요! 목포시배구협회입니다.12월 13일 토요일 ~ 14일 일요일 전남 목포시에서 제 6 회 목포유달산배 전국 남녀 배구대회를 개최합니다. 전국에 계신 배구 동호인 여러분들의 많은 참여와 관심 부탁 드립니다. 1. 일시 : 12월 13일 토요일 ~ 14일 일요일 2. 장소 : 목포시 실내체육관 및 보조경기장 3. 참가부 : 남 클럽 18팀, 여 클럽 18팀, 총 36개팀 4. 접수기간 : 11월 3일 월요일 9시~ 11월 14일 금요일 오후 6시 까지 (선착순 접수)제6회 목포유달산배 전국 남녀 배구대회 요강.hwp55.00KB제6회 목포유달산배 전국 남녀 배구대회 참가신청서.hwp39.50KB클럽등록확인서.hwp47.50KB대회요강참가신청서클럽등록확인서 꼭 첨부해주시기 바랍니다.",https://cafe.daum.net/volleyballsok/Ifrx/5389,,2026-03-16 08:05
전국대회,5388,제2회 완도풀 힐링 생활체육 전국 남·여 배구대회 요강,25.10.27,1162,"2025년 완도풀 배구대회 요강.hwp832.00KB2025년 완도풀 배구대회 요강 안녕하세요, 배구를 사랑하는 여러분!청정 바다와 아름다운 자연이 함께하는 완도에서제2회 완도풀 힐링 전국 남·여 배구대회가 열립니다!2025년의 마지막 대회를따뜻하고 운동하기 딱 좋은 완도에서 함께해요!즐겁게 뛰고, 웃고, 힐링도 챙길 수 있는이번 배구 대회에 여러분을 초대합니다배구도 하고, 바다도 보고, 맛있는 음식도 함께 즐겨요!전국의 배구 가족 여러분, 많이 많이 와주세요~!함께하면 더 즐거운 완도풀 힐링배구대회,우리 완도에서 만나요!",https://cafe.daum.net/volleyballsok/Ifrx/5388,,2026-03-16 08:05
